id,w,square footage,24-Hour,number,activity
05143,39.406407303,05,2,91,02
05144,1381.4211073,02,2,10,15
05145,1117.7421223,04,2,28,05
05146,233.25370379,07,2,400,02
05147,908.28279654,03,2,27,08
05148,145.50390319,03,2,7,15
05149,62.584971321,07,2,118,23
05150,1879.4560061,03,2,0,01
05151,1868.403437,03,2,20,02
05152,4458.2100608,02,2,7,02
05153,62.705538895,08,2,325,05
05154,321.29425338,05,1,20,02
05155,789.93659277,02,2,2,15
05156,1461.8570616,02,2,1,26
05157,1461.8570616,02,2,0,05
05158,1162.262962,04,2,7,05
05159,62.703017691,07,2,66,25
05160,247.69461038,07,2,290,25
05161,1879.4560061,02,2,2,02
05162,23.251171658,08,1,1500,02
05163,499.1203535,06,2,60,14
05164,532.96366558,05,2,20,13
05165,308.205725,05,2,200,02
05166,226.82776714,07,2,23,05
05167,1130.4747375,04,2,25,05
05168,15.133668604,09,1,800,16
05169,271.01509096,06,2,28,14
05170,1828.0523467,03,2,12,02
05171,1117.7421223,02,2,0,05
05172,1879.4560061,02,2,1,12
05173,199.15088666,06,1,150,16
05174,48.841044419,07,2,101,23
05175,545.858121,05,2,14,26
05176,907.84132574,03,2,31,08
05177,10.010882599,09,1,800,16
05178,918.02992474,03,2,10,06
05179,1484.5150471,02,2,6,15
05180,4458.2100608,02,2,2,14
05181,86.870506742,08,2,550,02
05182,15.945623796,08,1,1000,02
05183,69.915839218,06,2,45,05
05184,23.251171658,08,2,425,02
05185,614.73664648,04,1,25,15
05186,1031.3463294,04,2,11,23
05187,360.20249118,06,2,9,05
05188,52.146233763,05,2,7,25
05189,1834.9655411,02,1,2,15
05190,632.51710677,04,2,45,02
05191,9.2846065541,08,1,300,16
05192,583.35116997,04,1,12,07
05193,55.969326157,05,2,80,02
05194,356.19828827,06,2,35,14
05195,7.5774326833,10,2,388,24
05196,1667.7551609,02,2,7,14
05197,48.841044419,02,1,3,02
05198,953.18777657,03,2,24,15
05199,9.2846065541,07,1,250,16
05200,1387.0765871,02,2,0,13
05201,4458.2100608,02,2,1,02
05202,1197.3864068,04,2,30,14
05203,1667.7551609,03,2,3,26
05204,48.841044419,08,2,224,23
05205,233.30275282,02,2,2,25
05206,1892.4562717,02,2,4,26
05207,1849.1849629,03,1,3,07
05208,139.16995492,06,1,60,17
05209,964.60413185,04,2,11,02
05210,1162.262962,02,1,10,26
05211,1484.5150471,04,2,9,05
05212,1867.0570666,03,2,11,05
05213,14.599503426,09,2,400,02
05214,218.64919831,06,2,45,23
05215,1031.3463294,04,2,8,25
05216,239.38538189,05,1,15,18
05217,171.86695171,08,2,100,14
05218,1849.1849629,02,1,0,18
05219,23.717553485,02,2,3,02
05220,23.717553485,10,1,1500,02
05221,239.38538189,06,2,58,14
05222,1451.6174232,03,2,10,05
05223,86.870506742,06,2,2,11
05224,1807.4628666,02,2,3,13
05225,178.39372759,04,2,4,12
05226,941.81790866,03,2,8,25
05227,737.87538195,03,2,15,23
05228,1849.1849629,02,2,4,14
05229,1879.4560061,02,2,1,25
05230,1667.7551609,02,2,0,13
05231,583.6267448,05,2,10,12
05232,125.97702621,06,1,13,17
05233,1069.3275783,04,2,4,26
05234,207.13166685,05,2,25,02
05235,647.9871845,04,2,7,12
05236,6.2033310948,09,2,250,13
05237,48.841044419,06,2,62,23
05238,887.44188343,04,2,8,26
05239,1851.6697201,03,2,15,26
05240,48.841044419,08,2,1100,02
05241,3231.2895441,03,2,0,01
05242,1849.1849629,03,1,27,07
05243,1276.538624,02,2,5,13
05244,23.717553485,08,2,800,02
05245,6.4074087884,09,1,1000,16
05246,10.010882599,09,1,1000,16
05247,207.13166685,04,2,12,14
05248,160.42583102,07,2,86,14
05249,239.38538189,07,2,50,14
05250,1655.242098,02,2,4,02
05251,1807.4628666,02,2,2,15
05252,1655.242098,02,2,2,06
05253,308.205725,04,1,3,18
05254,4.6524983211,10,2,1750,02
05255,20.695248398,09,1,350,16
05256,9.2846065541,08,1,500,08
05257,25.322576596,10,1,2000,02
05258,487.77974114,06,2,65,12
05259,3231.2895441,02,2,0,05
05260,4.2903782569,10,1,3000,16
05261,918.02992474,02,2,0,13
05262,639.7223438,04,2,19,02
05263,941.81790866,04,2,16,15
05264,1197.3864068,03,2,3,15
05265,583.35116997,03,1,15,07
05266,239.38538189,05,2,25,14
05267,1655.242098,05,2,75,02
05268,1729.17335,02,2,4,08
05269,1145.0798138,02,2,2,15
05270,26.088931937,07,2,502,02
05271,415.56466967,06,2,59,14
05272,179.59592524,07,2,85,14
05273,1879.4560061,02,2,5,02
05274,887.44188343,03,2,15,15
05275,1031.3463294,04,2,31,02
05276,139.16995492,06,2,64,14
05277,8.694094193,07,1,70,16
05278,90.622000825,06,2,30,14
05279,1559.8286174,02,2,7,02
05280,139.16995492,06,1,30,18
05281,1807.4628666,02,2,1,26
05282,482.28523333,05,2,0,05
05283,1655.242098,03,2,2,02
05284,1155.42801,02,2,4,02
05285,1868.403437,02,2,2,06
05286,576.52503128,04,2,2,05
05287,1751.25265,04,2,20,14
05288,82.01777401,08,1,80,17
05289,2396.7342053,02,2,15,07
05290,972.73883815,02,2,5,23
05291,360.21806967,05,2,23,14
05292,2.8602521713,10,1,2500,16
05293,23.717553485,09,1,300,18
05294,1807.4628666,02,2,1,12
05295,360.21806967,05,2,48,14
05296,9.2846065541,10,1,1900,16
05297,1387.0765871,02,2,2,15
05298,877.01430238,04,1,1,18
05299,3782.1801042,04,1,0,26
05300,19.690263031,06,2,250,25
05301,259.35186162,05,2,150,02
05302,242.08690218,07,2,121,14
05303,1729.17335,02,2,6,02
05304,239.38538189,05,2,65,14
05305,1461.8570616,03,2,7,25
05306,9.2846065541,08,1,475,16
05307,3782.1801042,02,2,0,05
05308,961.78281331,02,2,6,15
05309,1807.4628666,02,2,20,02
05310,1390.8740006,04,2,70,25
05311,564.50825256,04,2,8,25
05312,10.530542624,09,1,1100,16
05313,1197.3864068,03,2,6,02
05314,10.855829416,09,2,700,02
05315,1276.538624,03,2,4,15
05316,583.35116997,03,2,20,02
05317,1879.4560061,04,2,42,23
05318,1023.6082023,04,2,20,02
05319,1807.4628666,02,2,3,05
05320,273.99706838,05,2,55,02
05321,440.0460563,05,2,65,02
05322,90.622000825,07,2,1,01
05323,19.690263031,07,2,109,23
05324,1381.4211073,02,2,2,26
05325,360.21806967,05,1,25,17
05326,1134.749884,03,2,5,02
05327,10.010882599,09,1,350,16
05328,259.35186162,05,2,28,14
05329,90.622000825,08,1,100,18
05330,1879.4560061,02,1,0,05
05331,1807.4628666,02,2,3,26
05332,9.097738099,08,1,900,16
05333,647.9871845,05,2,60,26
05334,311.6023823,06,2,38,05
05335,171.86695171,06,2,79,14
05336,1522.9817889,02,2,4,02
05337,316.26326145,06,1,15,17
05338,647.9871845,06,2,18,13
05339,1162.262962,02,2,4,26
05340,942.55651069,06,2,60,02
05341,62.703017691,05,2,17,02
05342,48.841044419,03,2,13,05
05343,1117.7421223,04,1,10,18
05344,75.11828904,08,2,250,05
05345,2.8602521713,10,1,2500,16
05346,941.81790866,06,2,75,13
05347,84.055763395,08,2,132,14
05348,15.285641192,10,1,1000,16
05349,904.01813769,04,2,23,91
05350,23.717553485,02,2,4,02
05351,50.31915606,07,1,700,02
05352,1868.403437,02,2,1,26
05353,1155.42801,05,2,28,06
05354,1851.6697201,02,2,4,02
05355,657.71092576,04,2,3,14
05356,1047.883139,03,2,5,08
05357,151.9051152,07,1,5,05
05358,55.549391794,06,2,101,26
05359,52.146233763,07,2,4,13
05360,62.584971321,07,2,47,23
05361,84.055763395,08,1,75,18
05362,961.78281331,02,2,12,08
05363,1130.4747375,05,2,12,05
05364,79.94950887,04,2,50,04
05365,177.34464265,05,2,10,12
05366,1134.749884,02,2,1,02
05367,74.844960294,08,2,10,05
05368,1117.7421223,03,2,3,05
05369,1197.3864068,02,2,14,15
05370,33.266397253,08,2,40,05
05371,579.24782974,05,1,181,02
05372,961.78281331,03,2,6,02
05373,9.0929192199,09,1,880,04
05374,599.20992382,02,2,12,08
05375,86.870506742,07,2,110,14
05376,1484.5150471,02,2,3,02
05377,961.78281331,02,2,0,01
05378,1484.5150471,02,2,3,26
05379,1879.4560061,03,2,7,25
05380,25.57282768,10,2,55,13
05381,23.717553485,10,1,1200,02
05382,178.39372759,05,2,6,13
05383,665.40891804,06,2,18,26
05384,360.21806967,06,2,60,14
05385,789.93659277,03,2,6,08
05386,1145.0798138,04,2,5,12
05387,1879.4560061,02,2,3,05
05388,48.841044419,07,2,143,23
05389,233.30275282,04,2,40,26
05390,1197.3864068,02,2,1,06
05391,1117.7421223,04,2,50,02
05392,918.02992474,04,2,19,12
05393,887.44188343,02,2,1,13
05394,84.055763395,07,1,25,17
05395,308.205725,04,1,8,17
05396,9.2846065541,08,1,250,16
05397,207.13166685,06,2,40,14
05398,1023.6082023,02,2,6,12
05399,1879.4560061,02,2,1,05
05400,1807.4628666,04,2,2,26
05401,1484.5150471,02,2,5,05
05402,15.945623796,08,1,300,18
05403,1729.17335,02,2,1,25
05404,1791.3103533,02,2,2,25
05405,62.703017691,09,2,600,02
05406,1791.3103533,02,2,1,13
05407,3855.0841305,03,2,5,02
05408,52.146233763,06,1,250,13
05409,9.2846065541,08,1,700,16
05410,1117.7421223,05,2,5,12
05411,918.02992474,04,2,10,05
05412,392.2691563,07,2,260,14
05413,55.969326157,06,2,500,02
05414,1868.403437,02,2,7,02
05415,1559.8286174,02,2,6,02
05416,360.21806967,07,2,65,14
05417,19.690263031,08,2,250,02
05418,23.717553485,08,1,110,18
05419,632.51710677,04,2,5,25
05420,48.841044419,06,2,250,02
05421,146.02126502,07,2,0,01
05422,499.1203535,04,2,60,14
05423,249.44526964,07,2,80,13
05424,62.584971321,09,1,120,02
05425,3.2680669259,10,1,3750,16
05426,1162.262962,04,2,15,06
05427,62.141439538,07,2,40,13
05428,311.6023823,06,2,38,05
05429,1807.4628666,03,2,2,12
05430,9.2846065541,08,1,1000,16
05431,274.454839,06,2,122,23
05432,239.38538189,08,2,100,14
05433,19.690263031,02,2,3,02
05434,972.73883815,02,2,2,08
05435,239.38538189,06,1,40,14
05436,385.90781293,05,2,23,14
05437,3782.1801042,02,2,0,05
05438,647.9871845,06,1,62,06
05439,583.6267448,04,2,23,02
05440,105.83552153,06,2,20,05
05441,207.13166685,07,1,25,18
05442,23.717553485,10,1,2500,02
05443,751.72654486,03,1,12,07
05444,3.9791170946,08,1,500,16
05445,175.75631596,07,2,300,25
05446,583.35116997,02,2,5,14
05447,1868.403437,02,2,5,02
05448,9.0929192199,08,1,300,14
05449,12.215770417,08,2,1392,13
05450,177.18380207,06,2,18,05
05451,23.717553485,09,2,0,01
05452,1791.3103533,02,2,6,25
05453,1807.4628666,04,2,6,08
05454,139.16995492,06,2,30,14
05455,23.717553485,02,2,6,02
05456,1828.0523467,02,2,1,01
05457,160.42583102,08,2,150,14
05458,57.663166113,07,2,600,02
05459,157.11184884,07,2,70,25
05460,810.40542332,02,2,1,15
05461,1451.6174232,02,2,8,02
05462,1461.8570616,02,2,6,02
05463,64.220248354,06,2,84,14
05464,25.322576596,09,2,3000,02
05465,139.16995492,07,2,40,14
05466,16.670351903,08,1,100,18
05467,23.717553485,02,2,4,02
05468,1807.4628666,02,2,0,12
05469,626.86457515,03,2,30,02
05470,375.47963702,05,2,20,02
05471,1851.6697201,02,2,1,25
05472,84.055763395,06,1,45,18
05473,1031.3463294,04,2,4,13
05474,207.13166685,06,2,40,14
05475,507.98988438,05,2,40,26
05476,1849.1849629,02,2,8,07
05477,1170.3023772,02,2,10,05
05478,1522.9817889,02,2,3,25
05479,1162.262962,04,2,25,23
05480,1162.262962,03,2,10,02
05481,1655.242098,02,2,0,05
05482,2140.9064605,03,2,2,14
05483,1879.4560061,02,2,2,02
05484,249.44526964,08,2,45,13
05485,16.829059837,07,2,45,14
05486,19.690263031,08,1,800,02
05487,511.57322024,05,2,50,02
05488,1145.0798138,04,2,1,12
05489,23.717553485,08,2,146,12
05490,751.72654486,04,2,17,02
05491,1162.262962,04,1,2,05
05492,3782.1801042,02,2,0,01
05493,1879.4560061,02,2,0,01
05494,1197.3864068,02,2,6,08
05495,9.2846065541,08,1,600,16
05496,249.44526964,06,2,70,14
05497,639.7223438,04,2,100,02
05498,1849.1849629,03,2,21,14
05499,503.86330813,03,2,10,14
05500,632.51710677,04,2,40,02
05501,25.322576596,09,1,60,91
05502,1162.262962,03,2,19,25
05503,23.717553485,09,2,2100,02
05504,499.1203535,05,1,8,18
05505,1851.6697201,03,2,8,13
05506,10.855829416,09,1,392,13
05507,48.841044419,06,2,100,02
05508,597.1916627,03,2,5,14
05509,751.72654486,05,2,22,14
05510,50.31915606,07,2,120,02
05511,507.98988438,05,2,3,12
05512,6.6318618244,08,1,200,16
05513,5.0408259181,10,1,950,16
05514,145.50390319,05,2,80,08
05515,1828.0523467,04,2,4,05
05516,279.45612766,05,2,91,02
05517,1276.538624,02,1,2,15
05518,84.055763395,07,2,175,07
05519,30.431064391,08,2,169,02
05520,90.622000825,08,1,100,18
05521,139.16995492,07,2,80,14
05522,19.690263031,08,2,100,13
05523,25.322576596,09,2,2200,02
05524,1655.242098,02,2,3,02
05525,1559.8286174,02,2,3,02
05526,30.431064391,08,1,100,13
05527,1807.4628666,02,2,20,02
05528,1851.6697201,03,1,2,18
05529,511.87856803,06,1,10,18
05530,74.844960294,08,2,40,01
05531,632.51710677,04,2,12,26
05532,1197.3864068,02,2,14,15
05533,7.1506304282,09,1,500,16
05534,1162.262962,04,1,45,18
05535,1197.3864068,02,2,5,02
05536,25.322576596,09,2,925,02
05537,788.00495761,04,2,33,23
05538,1868.403437,02,2,4,02
05539,356.19828827,04,1,1,18
05540,50.31915606,07,1,500,02
05541,653.84310688,04,2,8,12
05542,19.690263031,07,2,200,08
05543,2096.2247085,06,2,0,01
05544,532.96366558,03,2,20,26
05545,1879.4560061,03,2,1,12
05546,1381.4211073,03,1,9,15
05547,1031.3463294,02,2,3,05
05548,1868.403437,02,2,5,26
05549,84.055763395,04,1,30,02
05550,61.580852671,07,2,112,25
05551,226.49614223,04,2,0,05
05552,2.6527447297,10,1,1100,16
05553,17.191258213,08,2,100,14
05554,20.781268369,06,2,178,04
05555,1791.3103533,02,2,1,02
05556,84.58932707,05,2,23,14
05557,1828.0523467,03,2,30,05
05558,3782.1801042,03,1,0,05
05559,1807.4628666,03,2,9,13
05560,1162.262962,03,2,26,02
05561,1107.7533448,03,2,14,25
05562,1274.2560839,02,2,6,08
05563,209.09996186,06,2,40,14
05564,48.841044419,05,2,60,02
05565,25.322576596,09,2,1800,02
05566,1031.3463294,03,2,18,02
05567,1117.7421223,05,1,200,02
05568,242.08690218,06,2,43,14
05569,1655.242098,03,2,4,26
05570,1197.3864068,02,2,11,15
05571,657.71092576,04,2,32,12
05572,6.6318618244,10,1,1616,16
05573,1868.403437,02,1,5,18
05574,207.13166685,06,2,43,14
05575,503.86330813,02,2,0,01
05576,249.44526964,06,1,65,23
05577,1134.749884,03,2,17,02
05578,1807.4628666,02,2,6,25
05579,25.322576596,02,2,3,02
05580,25.322576596,09,2,500,02
05581,1667.7551609,04,2,24,02
05582,1851.6697201,04,2,10,12
05583,976.41747061,02,1,1,26
05584,26.290298331,06,2,9,05
05585,12.857760431,09,1,700,16
05586,9.2846065541,08,1,100,16
05587,484.85166373,02,2,3,15
05588,63.073938349,05,2,5,14
05589,2249.135161,03,2,6,26
05590,7.5774326833,06,2,187,02
05591,2140.9064605,02,2,3,14
05592,1791.3103533,02,2,1,12
05593,918.02992474,04,2,19,12
05594,1117.7421223,02,2,10,15
05595,276.95327433,04,2,8,12
05596,2140.9064605,02,2,6,15
05597,73.009305499,04,2,104,08
05598,1196.8044172,02,2,10,15
05599,887.44188343,02,2,3,15
05600,1831.778257,02,2,2,14
05601,673.1729967,04,2,125,15
05602,1807.4628666,02,2,1,12
05603,1807.4628666,03,2,3,26
05604,484.85166373,04,2,3,14
05605,209.29973651,04,2,34,23
05606,48.841044419,02,2,5,02
05607,1807.4628666,02,2,2,26
05608,1162.262962,04,2,16,23
05609,133.33774762,05,2,25,14
05610,583.6267448,04,2,32,02
05611,57.663166113,07,2,200,02
05612,249.44526964,05,2,18,13
05613,1879.4560061,03,2,10,26
05614,201.54904482,06,1,100,17
05615,482.28523333,04,2,2,05
05616,52.146233763,08,2,1279,02
05617,1145.0798138,03,2,5,13
05618,10.010882599,09,1,1600,16
05619,190.58981791,06,2,40,13
05620,1807.4628666,02,2,1,26
05621,1484.5150471,03,2,12,08
05622,1197.3864068,02,2,7,15
05623,1522.9817889,04,2,7,23
05624,653.05875273,05,2,14,14
05625,1155.42801,04,2,8,02
05626,276.95327433,06,1,150,02
05627,139.16995492,07,1,80,17
05628,1667.7551609,02,2,2,05
05629,360.21806967,05,2,38,14
05630,30.431064391,08,1,75,14
05631,1851.6697201,02,2,1,25
05632,4458.2100608,05,2,2,13
05633,105.83552153,08,2,117,05
05634,16.670351903,05,2,75,02
05635,1868.403437,02,2,2,14
05636,1791.3103533,04,2,14,25
05637,1117.7421223,03,2,7,05
05638,1130.4747375,02,2,10,05
05639,575.38952298,04,2,0,01
05640,48.841044419,05,2,75,02
05641,207.13166685,06,2,66,14
05642,1867.0570666,03,2,0,05
05643,74.844960294,07,2,100,05
05644,179.6276835,07,1,280,11
05645,1155.42801,04,2,22,14
05646,239.38538189,06,2,70,14
05647,918.02992474,04,2,19,12
05648,1276.538624,02,2,1,15
05649,1868.403437,02,1,3,26
05650,145.50390319,04,2,20,08
05651,1849.1849629,02,2,4,14
05652,1484.5150471,04,2,6,25
05653,1807.4628666,02,2,2,26
05654,880.78346233,03,2,4,23
05655,313.28621931,05,2,32,14
05656,1807.4628666,02,2,0,05
05657,1879.4560061,03,2,2,13
05658,360.20249118,06,2,15,05
05659,178.39372759,06,2,50,02
05660,48.841044419,08,2,139,23
05661,75.480251744,06,2,70,14
05662,1834.9655411,02,2,4,14
05663,1807.4628666,03,2,12,02
05664,1155.42801,05,2,5,13
05665,1276.538624,02,2,5,15
05666,3782.1801042,02,2,3,05
05667,3782.1801042,02,1,0,05
05668,1130.4747375,03,2,7,05
05669,729.05565342,06,2,0,01
05670,23.717553485,03,1,4,02
05671,1276.538624,03,2,8,15
05672,1879.4560061,02,2,2,13
05673,440.0460563,04,2,12,14
05674,632.51710677,06,2,112,05
05675,1023.6082023,03,2,7,14
05676,48.841044419,05,2,25,02
05677,17.955471492,08,1,700,16
05678,1274.2560839,02,1,0,05
05679,271.01509096,07,2,90,14
05680,13.423645962,09,1,1000,16
05681,2396.7342053,02,2,2,13
05682,738.0878727,02,2,2,02
05683,1031.3463294,04,2,12,02
05684,1117.7421223,04,2,32,26
05685,239.38538189,06,2,45,14
05686,499.1203535,04,1,1,18
05687,1031.3463294,04,2,27,91
05688,242.08690218,06,2,75,14
05689,90.370908183,07,2,0,05
05690,52.146233763,07,1,42,13
05691,4.2903782569,10,1,1000,16
05692,1729.17335,02,2,3,25
05693,1162.262962,04,2,13,26
05694,356.19828827,06,1,3,18
05695,1729.17335,02,2,2,15
05696,1807.4628666,02,2,2,26
05697,9.2846065541,09,1,2500,16
05698,1300.8183306,04,1,0,91
05699,1484.5150471,03,2,18,02
05700,1461.8570616,02,2,0,13
05701,265.00036535,05,2,0,01
05702,647.9871845,05,2,20,23
05703,545.858121,05,2,60,02
05704,1807.4628666,02,2,2,26
05705,125.65044,05,1,39,07
05706,2758.8462992,04,1,1,18
05707,222.03814139,06,2,60,05
05708,5.2372173769,09,1,500,16
05709,23.717553485,02,2,1,26
05710,1879.4560061,02,2,4,25
05711,163.09029398,07,2,182,02
05712,657.71092576,04,2,2,23
05713,2140.9064605,03,2,4,26
05714,86.870506742,04,2,2,11
05715,48.841044419,06,2,36,23
05716,3.7853046797,07,2,130,02
05717,1868.403437,03,2,9,02
05718,751.72654486,03,2,12,14
05719,1031.3463294,04,2,38,23
05720,84.055763395,08,2,60,14
05721,84.055763395,08,2,168,14
05722,1807.4628666,03,2,2,12
05723,487.22404227,07,1,150,17
05724,15.945623796,08,2,92,05
05725,1559.8286174,02,2,3,08
05726,2249.135161,04,2,2,06
05727,445.92272757,04,2,20,02
05728,84.055763395,09,2,625,13
05729,360.21806967,05,2,51,14
05730,787.07922084,05,2,22,23
05731,138.56608864,05,2,32,14
05732,880.78346233,02,1,5,06
05733,157.11184884,06,2,54,23
05734,632.51710677,05,2,35,05
05735,30.431064391,07,1,49,13
05736,810.40542332,02,2,4,15
05737,1117.7421223,04,2,17,02
05738,1791.3103533,03,2,26,02
05739,1130.4747375,02,2,3,05
05740,1031.3463294,03,2,8,23
05741,632.51710677,05,2,30,02
05742,1867.0570666,03,2,2,25
05743,1031.3463294,03,2,0,01
05744,84.055763395,06,2,72,23
05745,226.49614223,05,1,60,16
05746,1851.6697201,02,2,2,02
05747,226.82776714,06,1,175,02
05748,15.945623796,07,2,60,14
05749,55.969326157,07,2,93,23
05750,751.72654486,03,2,1,12
05751,1849.1849629,02,1,2,18
05752,1047.883139,03,2,7,15
05753,639.7223438,04,2,19,12
05754,484.85166373,03,1,21,07
05755,1390.8740006,04,2,58,02
05756,63.018441379,05,2,20,02
05757,52.146233763,07,2,120,11
05758,125.65044,06,2,75,13
05759,789.93659277,03,2,4,04
05760,50.31915606,07,2,380,02
05761,31.847187548,09,2,200,05
05762,1145.0798138,03,2,2,25
05763,74.844960294,03,2,8,13
05764,729.56464046,03,2,5,15
05765,84.055763395,08,2,150,14
05766,156.28352071,06,1,83,16
05767,897.68590511,06,2,18,26
05768,657.71092576,05,1,400,02
05769,25.322576596,09,2,289,24
05770,55.549391794,07,2,60,13
05771,239.38538189,05,1,6,18
05772,880.78346233,02,2,1,15
05773,356.19828827,06,2,40,14
05774,163.09029398,07,2,250,02
05775,1130.4747375,02,2,5,26
05776,316.26326145,04,2,15,14
05777,1807.4628666,02,2,7,02
05778,777.87987978,02,2,5,15
05779,908.28279654,03,2,15,15
05780,1117.7421223,04,2,35,08
05781,139.16995492,08,2,225,14
05782,1807.4628666,03,2,1,01
05783,1828.0523467,03,2,10,26
05784,751.72654486,05,1,15,07
05785,53.724372726,07,2,650,02
05786,887.44188343,03,2,24,15
05787,249.44526964,06,2,8,01
05788,1381.4211073,03,2,7,15
05789,281.10925465,06,2,175,02
05790,1387.0765871,02,2,2,13
05791,1849.1849629,02,2,2,14
05792,529.06868544,04,2,15,08
05793,201.21025436,05,2,0,01
05794,4458.2100608,02,2,0,01
05795,1484.5150471,02,2,2,25
05796,163.09029398,07,2,605,02
05797,1807.4628666,02,2,1,12
05798,15.945623796,08,1,60,18
05799,139.16995492,07,1,20,18
05800,999.6651043,02,2,4,14
05801,178.39372759,07,2,68,23
05802,62.141439538,04,2,15,05
05803,178.0016922,06,1,150,16
05804,1791.3103533,03,2,0,12
05805,90.622000825,02,1,1,13
05806,941.81790866,03,2,1,13
05807,1867.0570666,04,2,2,05
05808,249.44526964,06,2,120,25
05809,3.9791170946,10,1,2000,16
05810,1300.8183306,03,2,0,05
05811,84.055763395,07,2,200,14
05812,1162.262962,04,2,9,12
05813,887.44188343,03,2,15,15
05814,409.90976664,06,1,11,14
05815,1807.4628666,02,2,2,25
05816,1069.3275783,04,2,0,01
05817,1145.0798138,04,2,15,25
05818,139.16995492,06,2,50,14
05819,31.847187548,09,2,40,05
05820,1807.4628666,03,2,2,26
05821,1107.7533448,02,2,1,02
05822,3.9791170946,09,1,4250,16
05823,751.72654486,04,1,2,18
05824,178.39372759,06,1,600,02
05825,23.717553485,08,2,1100,02
05826,1729.17335,04,2,3,25
05827,55.969326157,06,1,93,23
05828,1190.3955585,07,1,650,02
05829,52.146233763,07,2,50,01
05830,653.84310688,05,2,3,02
05831,1851.6697201,03,2,1,12
05832,1667.7551609,02,2,3,04
05833,4.9673439199,10,2,1725,02
05834,503.86330813,04,2,35,14
05835,1117.7421223,03,2,2,26
05836,281.10925465,03,2,2,12
05837,1879.4560061,02,2,1,12
05838,777.87987978,03,2,3,15
05839,1559.8286174,04,2,27,02
05840,657.71092576,07,1,3,05
05841,9.2846065541,08,1,700,16
05842,362.06989684,06,2,35,14
05843,276.95327433,05,1,100,02
05844,178.39372759,07,2,3,12
05845,583.35116997,03,1,0,07
05846,1381.4211073,02,2,0,01
05847,511.87856803,06,1,25,18
05848,1879.4560061,02,2,1,26
05849,1155.42801,03,2,2,26
05850,697.46961475,02,2,1,26
05851,1197.3864068,03,2,5,26
05852,2140.9064605,03,1,2,02
05853,941.81790866,02,2,4,12
05854,1851.6697201,02,2,12,02
05855,1868.403437,02,2,6,25
05856,242.08690218,06,2,82,14
05857,23.717553485,08,1,500,02
05858,2293.5899096,02,1,3,18
05859,1879.4560061,02,2,0,01
05860,196.22661191,04,2,19,08
05861,920.12358315,02,2,26,15
05862,657.71092576,02,2,2,26
05863,146.02126502,08,2,0,01
05864,139.16995492,05,2,50,14
05865,62.963331987,08,2,40,05
05866,1387.0765871,02,2,0,01
05867,1031.3463294,04,2,20,14
05868,3.9791170946,09,1,1800,16
05869,356.19828827,05,1,60,17
05870,751.72654486,04,1,4,17
05871,1879.4560061,03,2,1,12
05872,1807.4628666,02,2,1,12
05873,23.717553485,09,2,1000,02
05874,1145.0798138,03,2,0,01
05875,74.844960294,02,2,10,02
05876,499.1203535,05,2,0,01
05877,190.51009779,06,2,0,01
05878,356.19828827,05,2,28,14
05879,63.018441379,05,2,62,02
05880,880.78346233,02,2,3,15
05881,445.92272757,05,2,33,23
05882,226.49614223,06,2,225,13
05883,9.2846065541,07,1,600,16
05884,1162.262962,05,2,8,91
05885,308.205725,05,2,32,14
05886,9.4121482693,08,1,350,16
05887,1868.403437,04,2,5,14
05888,177.34464265,07,2,135,12
05889,1559.8286174,03,2,12,15
05890,213.48283968,06,2,150,02
05891,1162.262962,04,2,0,01
05892,1667.7551609,02,2,6,26
05893,77.797549422,06,2,5,05
05894,1522.9817889,02,2,3,02
05895,30.431064391,08,1,100,04
05896,833.87758046,06,2,93,02
05897,1381.4211073,02,2,1,02
05898,315.52020061,06,2,100,04
05899,1162.262962,04,2,20,02
05900,1047.883139,04,2,1,01
05901,403.26234933,06,2,40,14
05902,145.50390319,05,2,75,05
05903,48.841044419,08,1,109,05
05904,3782.1801042,02,2,0,01
05905,740.66582499,06,2,83,23
05906,2.6527447297,06,1,60,16
05907,503.86330813,05,2,30,14
05908,503.86330813,04,2,30,14
05909,281.10925465,05,2,39,23
05910,48.841044419,04,2,5,12
05911,48.841044419,07,2,86,23
05912,1047.883139,04,2,5,15
05913,31.847187548,02,2,10,02
05914,734.09855791,06,2,15,05
05915,403.26234933,05,2,5,12
05916,90.622000825,06,1,200,18
05917,207.13166685,07,1,8,18
05918,20.781268369,06,2,175,02
05919,139.16995492,06,2,105,14
05920,178.39372759,07,2,30,11
05921,24.435334858,07,2,300,02
05922,84.055763395,07,2,80,14
05923,1879.4560061,02,2,1,12
05924,63.073938349,05,2,35,13
05925,247.57369734,06,2,50,05
05926,73.697716743,08,2,65,05
05927,1807.4628666,07,2,58,91
05928,1879.4560061,03,1,4,13
05929,33.307566055,08,1,300,16
05930,1031.3463294,02,2,3,05
05931,1381.4211073,02,2,1,05
05932,632.51710677,05,2,32,26
05933,1807.4628666,03,2,2,13
05934,256.99441118,07,2,300,02
05935,1807.4628666,02,2,3,02
05936,1868.403437,02,2,3,02
05937,961.78281331,03,1,20,15
05938,48.841044419,06,2,25,25
05939,276.95327433,04,2,20,12
05940,583.35116997,04,2,16,14
05941,179.59592524,07,2,125,14
05942,143.94634909,06,2,300,02
05943,1162.262962,04,2,20,02
05944,880.78346233,02,2,18,15
05945,30.431064391,07,1,10,18
05946,1117.7421223,02,2,2,02
